saleyear,salemonth,salesprice,area,beds,baths,stories,yearbuilt,neighborhood,community,lotsize,numfireplaces
2012,3,152120.52078826263,2128,4,2,1.5,1928,Victory,Camden,5363,0
2013,11,203638.00768902182,3112,4,2,1.5,1905,Central,Powderhorn,5831,0
2006,9,273334.1222879684,1188,3,1,1.7,1910,Willard - Hay,Near North,5888,0
2012,10,356175.0662671928,3005,3,3,2.2,1911,Linden Hills,Southwest,5670,1
2014,7,240999.6210494404,3076,5,2,2.5,1906,Como,University,6208,1
2007,5,261870.52308287588,2512,3,1,2,1922,Victory,Camden,4916,0
2006,12,336402.5603151157,2387,3,2,1.2,1941,Diamond Lake,Nokomis,12500,1
2014,7,337616.5862449368,2872,4,3,1.5,1942,Kenny,Southwest,5940,1
2006,6,249136.17443012883,1770,5,1,1.5,1907,Webber - Camden,Camden,5070,0
2010,11,221907.8100095633,1680,2,2,1.2,1928,Hiawatha,Longfellow,10943,0
2006,9,228837.8698224852,2049,3,1,1.7,1909,Willard - Hay,Near North,5580,0
2012,11,129888.11194859222,2114,2,1,1.2,1920,Webber - Camden,Camden,5071,0
2013,12,287912.38231246726,2080,3,1,1.5,1926,Field,Nokomis,4720,0
2009,10,467398.2143929352,2238,5,2,1.2,1933,Lynnhurst,Southwest,7740,1
2012,3,209588.27308605073,1909,3,1,1.2,1939,Windom Park,Northeast,5292,0
2012,10,106852.51988015782,1758,3,1,1.2,1956,Shingle Creek,Camden,4998,0
2011,3,221359.2532482089,2374,3,3,1.5,1934,Minnehaha,Nokomis,5544,2
2014,10,244326.32775976078,2102,3,1,1.2,1927,Longfellow,Longfellow,5120,1
2015,5,314391.65235589724,2200,4,2,1.2,1952,Seward,Longfellow,5360,1
2009,8,268918.6473763606,1912,3,2,1.2,1923,Howe,Longfellow,5334,0
2006,1,450060.05820371304,2450,3,3,2,1918,Fulton,Southwest,5160,1
2013,8,530102.1177438147,3459,5,3,1.5,1950,Fulton,Southwest,8910,2
2007,6,226429.87154617487,2080,3,1,1.2,1918,Powderhorn Park,Powderhorn,3120,0
2009,6,146443.16774523957,2604,4,2,1.5,1925,Willard - Hay,Near North,4875,1
2011,10,140424.53803748623,2517,3,2,1.2,1924,Folwell,Camden,5044,1
2009,11,201123.4661240874,2583,4,4,2,2000,Powderhorn Park,Powderhorn,5589,0
2014,8,745915.4720795082,4242,4,3,2.5,1911,ECCO,Calhoun-Isles,5888,1
2014,10,150396.4284210083,2524,3,2,1.7,1905,Midtown Phillips,Phillips,5084,0
2011,7,308846.6026309368,2296,3,2,1.2,1953,Diamond Lake,Nokomis,7100,2
2010,6,331184.2872204752,2440,3,2,2.5,1904,King Field,Southwest,6680,0
2013,8,278855.80152148585,1813,3,2,1.7,1906,Ericsson,Nokomis,5600,0
2007,8,465572.2864008244,2613,4,2,2,1924,Fulton,Southwest,5120,1
2012,4,276737.79053785774,2112,3,2,1,1924,Cooper,Longfellow,4680,1
2009,8,295586.01035066956,2500,5,3,1.5,1926,Northrop,Nokomis,6359,1
2013,2,343120.41453268484,2016,2,2,2,1954,Tangletown,Southwest,12150,1
2013,6,449219.04106347746,2147,3,3,1.2,1949,Armatage,Southwest,6604,0
2013,1,598156.9326525063,2656,4,3,1.5,1939,Lynnhurst,Southwest,5120,1
2015,6,130074.42490648286,2657,3,1,1.5,1913,Near - North,Near North,2400,0
2014,11,794198.402417051,3083,3,4,2,1926,Linden Hills,Southwest,5535,1
2009,11,267041.07091891696,1875,2,2,1.5,1938,Bancroft,Powderhorn,4868,0
2012,5,301998.79149851564,2032,3,2,1,1953,Armatage,Southwest,6350,0
2015,7,509075.5102212289,2110,3,4,2,1948,Armatage,Southwest,6350,1
2009,6,480140.33323711535,2656,3,3,2,1925,Page,Nokomis,6000,1
2013,9,270471.00332271436,2152,3,2,1.2,1924,Waite Park,Northeast,10000,1
2014,7,428319.2904698145,1864,3,2,1.5,1911,Linden Hills,Southwest,5670,1
2006,12,114249.92614475629,1954,3,1,1.2,1915,McKinley,Camden,5819,0
2015,5,244768.58747431447,2416,3,2,1,1955,Diamond Lake,Nokomis,5240,2
2014,9,260454.6023404372,1960,3,2,1,1960,Armatage,Southwest,5715,0
2011,12,110063.36506427606,2472,3,3,2,2005,Jordan,Near North,6058,1
2005,8,251644.63844977057,1886,3,2,1.5,1921,Corcoran,Powderhorn,6880,0
2007,8,261962.00648153052,2112,3,2,1.5,1937,Diamond Lake,Nokomis,5080,0
2006,5,249754.99254843517,1993,4,2,1.5,1951,Morris Park,Nokomis,7056,0
2014,7,230035.22387556947,2012,3,2,1.2,1922,Hiawatha,Longfellow,5120,0
2013,5,165661.64567278873,3118,4,2,1.5,1927,Willard - Hay,Near North,5632,1
2012,11,217409.28609421017,2390,3,2,1.7,1913,Powderhorn Park,Powderhorn,5359,0
2015,7,276200.5427796029,2224,4,2,1,1955,Armatage,Southwest,6783,2
2013,11,170707.90260572408,1992,3,3,1.2,1941,Cleveland,Camden,4245,1
2014,7,296907.1907973962,3043,3,4,2,2018,Minnehaha,Nokomis,8550,1
2015,1,233280.15949085614,1968,3,2,1,1955,Wenonah,Nokomis,6400,2
2013,8,176700.7059146049,1932,3,3,2.5,1900,Beltrami,Northeast,4588,0
2015,8,259846.22972445,2028,2,2,1,1951,Armatage,Southwest,7620,0
2015,10,292709.45808953745,2016,3,1,1.2,1940,Windom,Southwest,5120,0
2007,7,155238.6044517661,1240,2,1,1.5,1904,Cleveland,Camden,5359,0
2009,5,277162.43392701226,1857,3,1,1.5,1946,Wenonah,Nokomis,5147,0
2005,7,357170.24114930735,1948,2,2,1.2,1920,Armatage,Southwest,5842,0
2015,1,615051.2679608259,2618,3,4,2,1921,Fulton,Southwest,5427,1
2010,10,244834.80722259,1782,3,3,1.5,1906,Lyndale,Powderhorn,5424,0
2010,12,245577.85115570232,2885,4,4,2,2003,Shingle Creek,Camden,5235,1
2013,6,188561.07896491647,2432,4,1,1.5,1918,Standish,Powderhorn,4880,0
2006,11,338872.6336633663,2186,3,3,1.2,1951,Kenny,Southwest,5120,0
2015,2,345091.6538484418,2057,4,3,1.5,1927,Page,Nokomis,5275,1
2014,9,327875.32266282634,1804,3,1,1.2,1949,Armatage,Southwest,6784,0
2008,3,187224.61676848694,2451,5,2,1.2,1926,Webber - Camden,Camden,5066,0
2013,11,247691.65997436998,1558,2,1,1,1949,Armatage,Southwest,5120,0
2015,9,157409.66239715702,1728,3,1,1.5,1908,Midtown Phillips,Phillips,5355,0
2011,2,294542.46545710193,2544,3,2,2,1918,Windom,Southwest,5120,1
2014,10,118362.53211472856,1836,4,1,1.2,1952,Lind - Bohanon,Camden,6429,0
2015,2,110319.77632551774,1797,2,2,1.2,1939,Folwell,Camden,5043,0
2015,12,212539.07915932388,1536,2,1,1.2,1922,Cooper,Longfellow,5120,1
2011,7,213904.86922957475,1584,2,1,1.2,1923,Howe,Longfellow,5040,0
2011,7,303012.8334701302,2274,3,3,1.2,1949,Windom,Southwest,7080,1
2009,11,195830.1186738724,2854,5,2,1.5,1923,Corcoran,Powderhorn,5701,0
2015,4,147236.3183784745,1440,3,2,1,1949,Shingle Creek,Camden,5334,0
2005,8,328689.44416114234,2186,5,2,1,1994,Webber - Camden,Camden,8691,0
2005,6,310799.7108931337,2152,3,1,1.5,1940,Cooper,Longfellow,3218,0
2009,5,357043.310080649,2322,3,2,1.7,1918,Standish,Powderhorn,5080,1
2013,8,154613.1176752793,1135,1,1,1,1917,Howe,Longfellow,5376,0
2013,10,347672.74392409774,2276,2,2,1,1908,Linden Hills,Southwest,5460,0
2015,10,228831.77346014229,1728,3,1,1.2,1940,Waite Park,Northeast,6750,0
2006,10,343509.93561168894,2474,3,2,1.2,1939,Diamond Lake,Nokomis,5955,1
2007,10,150906.96679573596,1444,2,1,1.5,1910,Hawthorne,Near North,2457,0
2011,4,215147.67529552465,2307,4,3,1.5,1913,Minnehaha,Nokomis,6450,0
2012,10,200348.47477529594,1888,2,2,2.2,1924,Waite Park,Northeast,5040,0
2014,2,149409.5700645731,2714,3,2,1.2,1927,Folwell,Camden,6212,1
2006,3,390544.6169253881,2448,4,2,1,1955,Hale,Nokomis,6793,2
2010,6,348989.8940602857,2236,3,2,1.2,1947,Armatage,Southwest,6350,1
2006,3,241427.5813720581,2214,3,2,2,1913,McKinley,Camden,5814,0
2015,4,144071.11954009364,1555,2,1,1.7,1910,Northeast Park,Northeast,4401,0
2014,7,376697.6058745758,2606,3,3,1,1952,Fulton,Southwest,6350,2
2007,3,202202.09656677447,1564,1,1,1.5,1913,Standish,Powderhorn,5080,0
2005,6,328768.8590604027,2000,2,2,1,1957,Kenny,Southwest,5618,0
2013,2,287778.41218870337,1660,2,2,1.5,1908,CARAG,Calhoun-Isles,5376,0
2013,7,122878.76341777587,1824,2,1,1.2,1922,Victory,Camden,5124,0
2006,10,213257.09757305597,1672,3,1,1.2,1947,Victory,Camden,5085,0
2009,3,610905.5930727782,2988,4,3,1.5,1920,Fulton,Southwest,5120,1
2008,5,437278.1680978403,3230,3,2,2,1930,Page,Nokomis,7520,2
2006,6,549249.443012884,3278,3,2,1.5,1940,Windom Park,Northeast,6676,1
2015,1,236135.75466353138,1678,3,2,1.7,1947,Audubon Park,Northeast,5019,1
2013,3,105446.31094962158,2352,4,2,1,1981,Lind - Bohanon,Camden,8917,0
2011,4,172578.34916753316,1876,2,1,1.2,1923,Windom Park,Northeast,5715,1
2005,6,199524.09705730513,1428,2,1,1.5,1901,Folwell,Camden,5072,0
2012,11,132342.04958291713,2088,3,1,1.2,1940,Victory,Camden,6240,1
2013,2,170453.3672194628,2204,3,1,1.2,1950,Morris Park,Nokomis,5120,0
2012,5,174728.67742541965,1984,2,2,1.2,1930,Hale,Nokomis,5109,1
2005,8,286551.45741968387,2150,3,1,1.2,1941,Victory,Camden,6315,1
2012,9,329234.3787199966,1592,3,2,1,1919,Bryn - Mawr,Calhoun-Isles,5120,0
2013,4,185751.36002622987,1616,2,1,1.2,1924,Corcoran,Powderhorn,8208,0
2009,11,189895.87265345204,1248,2,1,1.5,1912,Longfellow,Longfellow,5120,0
2005,1,191080.41753653446,1300,2,1,1.5,1917,Webber - Camden,Camden,5013,0
2014,8,257324.55150341112,2236,3,2,1.2,1922,Windom,Southwest,6386,0
2014,7,180098.36545991967,1525,2,1,1.5,1926,Howe,Longfellow,5400,0
2015,8,406178.9751841132,2156,3,2,1.2,1947,Kenny,Southwest,6350,1
2015,8,324834.8657539081,2200,3,1,1.2,1924,Hiawatha,Longfellow,5000,0
2011,4,189836.18408428648,1988,2,1,1.2,1923,Standish,Powderhorn,5040,0
2006,4,231232.28699551572,1682,4,2,2,1900,East Phillips,Phillips,5058,0
2006,6,412671.71456888004,3083,3,3,1.7,1907,CARAG,Calhoun-Isles,5150,0
2007,10,204469.62856733115,1440,2,2,1,1927,Morris Park,Nokomis,5504,0
2014,7,303854.9276204431,3126,4,3,1,1948,Hale,Nokomis,6160,1
2014,12,109130.92799214399,2105,4,1,2,1900,Hawthorne,Near North,7850,0
2006,2,316784.7542627884,1955,3,2,1.2,1940,Windom,Southwest,5888,0
2014,4,202798.1122181437,2576,2,1,1.5,1900,Prospect Park - East River Road,University,6947,0
2014,4,239759.7036385473,1760,3,2,1.2,1926,Howe,Longfellow,5208,1
2012,5,189946.98158827878,1728,4,2,1,1989,St. Anthony West,Northeast,6468,0
2014,12,1440528.2494963007,4436,5,4,2,1951,Fulton,Southwest,6887,2
2007,2,271299.3330917709,2232,3,1,1.7,1910,St. Anthony East,Northeast,5160,0
2011,7,239642.08611548613,2341,3,2,1.2,1925,Minnehaha,Nokomis,5120,0
2015,6,359901.505110306,2133,3,2,1.5,1940,Diamond Lake,Nokomis,6130,1
2010,9,295297.2168136525,2664,3,3,2,1925,Ericsson,Nokomis,5040,1
2013,9,154913.64710718323,1878,2,1,1,1925,Diamond Lake,Nokomis,5280,1
2005,8,262951.55532891385,1878,2,2,1.5,1900,Audubon Park,Northeast,8372,0
2007,7,352702.1093144126,2268,3,1,1.2,1931,Hale,Nokomis,4934,1
2009,11,259919.97569441248,1840,3,2,1.5,1949,Minnehaha,Nokomis,5120,0
2009,10,384635.98279979127,2402,3,2,1.2,1937,Keewaydin,Nokomis,5120,1
2008,10,275652.2869190534,1843,3,1,1.2,1927,Howe,Longfellow,5120,0
2005,11,212141.9081272085,2184,4,1,1.7,1900,Holland,Northeast,3649,0
2015,11,140818.17685291386,1804,3,2,1.2,1948,Webber - Camden,Camden,5120,0
2006,1,517459.10687405925,4531,5,4,2,2006,Lynnhurst,Southwest,7740,1
2014,10,137908.63833550943,1566,1,2,1.5,1900,Como,University,5240,0
2014,4,101843.90358103423,1344,2,1,1,1923,Victory,Camden,5363,0
2006,6,475913.97423191275,2070,3,3,1.2,1933,Lynnhurst,Southwest,5120,1
2015,4,256381.10590884846,2528,3,2,1,1957,Waite Park,Northeast,8580,2
2014,2,107268.40927712941,1852,4,2,1.2,1938,Folwell,Camden,5583,0
2014,5,208942.3682455533,1235,3,2,1.7,1900,Logan Park,Northeast,2590,0
2012,6,643082.0395232011,4224,7,4,1,1950,Linden Hills,Southwest,7540,2
2013,6,285489.2378326056,2058,3,2,1.2,1954,Armatage,Southwest,5715,2
2006,5,384238.4500745156,4618,3,4,2,1950,Diamond Lake,Nokomis,10200,1
2012,11,100342.747428097,1748,2,1,1.7,1912,Jordan,Near North,5828,0
2014,1,169845.9759953759,1758,2,1,1.5,1907,Powderhorn Park,Powderhorn,4879,0
2013,8,162343.77355904324,1614,2,1,1.2,1910,Cooper,Longfellow,4128,0
2015,4,161425.1407574231,1782,2,1,1.2,1911,Holland,Northeast,5084,0
2015,6,173577.21422049424,2245,5,2,1,1995,Near - North,Near North,7560,0
2007,5,261745.82283378878,2334,3,2,1,1954,Diamond Lake,Nokomis,6546,2
2007,8,310381.5242672163,1383,3,2,1.5,1923,Armatage,Southwest,6350,0
2015,9,789219.4797429873,3696,4,3,2,1923,Fulton,Southwest,5120,2
2008,7,256039.37611863975,2251,3,1,1.2,1947,Armatage,Southwest,5120,1
2013,11,149628.22998718498,1754,4,1,1.5,1910,Central,Powderhorn,5418,0
2006,7,303060.73928043374,2080,2,2,1,1963,Field,Nokomis,7140,0
2007,4,308030.46079726476,2254,3,3,1,1901,King Field,Southwest,3150,0
2005,3,297051.701294666,2160,3,2,1.5,1915,Howe,Longfellow,5880,0
2015,2,368097.7641050046,2236,3,2,1.5,1940,Keewaydin,Nokomis,5880,0
2007,3,213505.3193562215,2106,2,1,1.5,1905,Holland,Northeast,5678,0
2009,8,186685.9012741071,2094,4,2,2,1900,Whittier,Powderhorn,6325,0
2011,11,248552.64582755568,2570,3,1,1.2,1945,Waite Park,Northeast,10010,1
2015,8,379100.3768385057,1840,4,2,1.7,1906,CARAG,Calhoun-Isles,5455,0
2008,9,270808.43396062625,2264,4,2,1,1956,Armatage,Southwest,5904,2
2007,10,172424.9610402027,1586,2,1,1,1950,Shingle Creek,Camden,9516,0
2010,1,160037.5193114103,2657,4,3,2,2003,Willard - Hay,Near North,5000,0
2005,9,363132.3943661972,2016,3,2,1.2,1947,Hale,Nokomis,4934,1
2010,3,227157.1866962959,1915,3,1,1.2,1929,Diamond Lake,Nokomis,6500,1
2009,11,150136.42431663553,2000,3,1,1,1949,Marshall Terrace,Northeast,4760,0
2007,6,308541.80298599653,3574,3,2,2.5,1900,Seward,Longfellow,7536,0
2015,2,1205081.9658199556,4278,4,4,2,2014,Linden Hills,Southwest,5670,2
2014,6,110854.18010293765,1668,3,2,1.2,1922,Webber - Camden,Camden,5064,0
2012,9,262271.4542345735,1968,2,1,2,1936,Keewaydin,Nokomis,5120,0
2012,7,101284.37464456013,1474,2,1,1,1921,Webber - Camden,Camden,5058,0
2007,6,510089.2710655587,2946,3,2,2,1938,Diamond Lake,Nokomis,7068,1
2005,1,282583.7160751566,1696,2,2,1.5,1911,Standish,Powderhorn,4890,0
2012,7,287611.53156306053,2438,3,2,1.2,1933,Waite Park,Northeast,5040,1
2009,6,287484.74323758093,1746,4,2,1.7,1915,Como,University,5200,0
2010,5,207526.42827557644,1792,3,3,1.2,1948,Waite Park,Northeast,5000,2
2008,6,243047.87481088738,2420,4,2,2,1969,St. Anthony West,Northeast,7260,0
2010,11,686857.5071724579,3549,5,4,2.5,1928,Linden Hills,Southwest,7540,1
2006,4,134885.50074738418,2101,3,1,1.2,1917,Folwell,Camden,5030,0
2005,6,562367.7852348994,2868,3,3,1.7,1928,Bryn - Mawr,Calhoun-Isles,8845,2
2013,4,233023.4127275159,1860,3,2,1,1950,Diamond Lake,Nokomis,5280,0
2005,8,341837.02192758804,2226,3,2,1.2,1927,Northrop,Nokomis,5418,1
2014,4,168998.4268484531,1981,3,1,1.2,1942,Victory,Camden,5284,0
2007,8,322548.48001849116,2616,5,3,1.5,1935,Regina,Nokomis,6435,1
2006,9,251594.52465483235,2072,3,2,1.5,1926,Jordan,Near North,5212,0
2013,12,1049007.195838428,3896,5,4,2,2013,Linden Hills,Southwest,5250,1
2014,6,371687.5450510262,3172,5,5,2.5,1908,Lyndale,Powderhorn,10020,1
2009,12,729532.7747795001,3547,5,3,2.5,1909,Lowry Hill,Calhoun-Isles,5488,2
2013,9,187673.75740759773,1856,3,1,1.2,1951,Wenonah,Nokomis,6400,0
2006,1,206983.6427496237,1544,2,1,1.7,1916,Jordan,Near North,5588,0
2005,3,300416.3645779389,2185,3,2,1.7,1914,Hiawatha,Longfellow,5040,0
2013,9,369827.69842085434,2332,4,3,1.2,1924,Keewaydin,Nokomis,4800,1
2015,12,145770.36119464505,1526,3,1,1,1905,Webber - Camden,Camden,5343,0
2007,4,291627.212681638,2412,3,1,1.7,1911,Powderhorn Park,Powderhorn,5138,0
2013,6,257330.4136462389,2344,3,2,1.5,1927,Longfellow,Longfellow,6192,2
2009,10,233401.4013274275,2080,2,1,1.2,1925,Longfellow,Longfellow,5120,0
2014,11,330734.6771709363,2444,3,2,1.7,1930,Hale,Nokomis,5071,1
2009,8,232160.67209728705,2393,4,2,2.5,1912,Logan Park,Northeast,5170,0
2009,3,204747.40582131347,1902,3,2,1.2,1950,Waite Park,Northeast,5000,0
2014,2,137916.5262134521,1658,2,1,1.2,1926,Corcoran,Powderhorn,6350,0
2012,7,138166.32398617614,2568,4,2,1.5,1914,Como,University,4960,0
2006,8,354855.89793915604,2352,3,2,1.2,1941,Windom,Southwest,5120,1
2005,5,430816.4462809918,2629,3,2,1.2,1931,Northrop,Nokomis,6192,1
2007,12,1268116.815247464,4840,4,5,2.5,1900,Lowry Hill,Calhoun-Isles,6431,2
2014,6,145631.96209601613,1536,2,1,1,1919,Bryant,Powderhorn,5200,0
2013,7,204797.93902962646,1686,3,2,1.2,1954,Prospect Park - East River Road,University,7600,0
2010,8,318844.5827195844,1911,4,3,1.2,1951,Kenny,Southwest,4864,1
2013,10,179298.06692372542,1876,3,1,1.5,1917,Standish,Powderhorn,5040,0
2009,9,289044.3757788577,2270,3,1,1.2,1928,Hale,Nokomis,6176,1
2009,11,178027.38061261128,1327,3,1,1.2,1910,Standish,Powderhorn,5080,0
2007,6,273706.4381327388,1457,4,2,1.2,1922,Como,University,5080,0
2013,8,248485.36769241316,2707,3,2,1.7,1900,Logan Park,Northeast,7650,0
2011,5,338327.6247075256,2523,4,3,1.2,1948,Armatage,Southwest,6350,1
2009,8,376961.9160342547,2040,3,1,2,1912,CARAG,Calhoun-Isles,5150,0
2006,6,249136.17443012883,2016,3,1,1.5,1909,Holland,Northeast,4655,0
2005,9,369487.21126760566,2094,2,2,1.7,1946,Bryn - Mawr,Calhoun-Isles,7370,2
2015,12,146283.27438057546,1848,2,2,1,1924,Webber - Camden,Camden,6400,0
2009,7,218529.51202928385,1560,2,1,1.2,1942,Wenonah,Nokomis,5150,0
2006,5,271528.50471932435,1908,5,2,1,1980,Near - North,Near North,5000,0
2005,5,335597.35537190083,2360,3,1,1.5,1949,Windom,Southwest,8100,1
2010,11,134436.2129423016,2420,3,2,1.7,1911,Powderhorn Park,Powderhorn,5300,0
2005,6,212967.6819824471,1697,2,1,1.7,1900,Windom Park,Northeast,4300,0
2015,5,179496.9641478306,1845,3,1,1.5,1909,Marcy Holmes,University,4756,0
2006,1,206983.6427496237,2030,1,2,1.2,1920,Field,Nokomis,5160,0
2011,12,151478.96119670983,2136,3,2,1,1931,Ericsson,Nokomis,5040,1
2015,6,302675.26729698683,3360,4,4,2,2005,Holland,Northeast,4655,0
2014,3,148558.91673869203,1425,2,1,1.5,1918,King Field,Southwest,2530,0
2005,9,447430.985915493,2484,3,2,2,1926,Hale,Nokomis,4918,1
2013,12,343261.51696283644,2136,3,2,2,1917,King Field,Southwest,5200,1
2008,6,149978.32274915735,1872,3,1,1.2,1928,Cleveland,Camden,5107,1
2008,3,652266.4068063416,2586,3,3,2,1925,Lynnhurst,Southwest,5080,1
2015,6,211547.22983122733,1878,1,1,1,1900,Prospect Park - East River Road,University,5000,0
2009,6,157846.5291680246,1512,2,1,1.2,1927,Regina,Nokomis,5160,0
2006,2,200414.84453360082,2096,4,1,1.2,1923,Cleveland,Camden,5100,0
2005,12,395455.94346289756,2292,3,2,1.2,1921,Windom,Southwest,7680,0
2009,8,145997.94843231453,1987,3,2,1.2,1950,Willard - Hay,Near North,5883,0
2015,10,240219.13659441477,1937,3,2,1.2,1925,Audubon Park,Northeast,5000,0
2010,3,338066.8313756884,2240,4,1,1,1954,Linden Hills,Southwest,5750,2
2014,8,152006.0641792302,1598,3,1,1.7,1917,Bryant,Powderhorn,4680,1
2005,2,214406.65280665283,1680,2,2,1.5,1918,Lind - Bohanon,Camden,7500,0
2008,5,1006338.7978142077,6863,5,4,2.5,1927,Page,Nokomis,11250,4
2008,11,296224.29710114334,3034,3,4,1,2003,Shingle Creek,Camden,6003,1
2012,12,150420.84239753312,1584,2,1,1.2,1925,Powderhorn Park,Powderhorn,3810,0
2015,1,878644.6685154657,3724,4,4,2,2004,Linden Hills,Southwest,5628,1
2012,3,218630.99293290856,1856,2,1,1.2,1923,Field,Nokomis,4366,1
2012,4,188429.18664671207,3090,3,2,1.5,1937,Holland,Northeast,11715,0
2014,6,103246.54029195174,2688,3,1,2,1915,McKinley,Camden,5814,1
2015,12,135547.88211691575,1650,2,1,1.2,1925,Ericsson,Nokomis,5080,0
2010,3,112688.94379189613,2228,4,1,1.5,1915,Webber - Camden,Camden,5073,0
2006,3,374002.3089033551,2664,3,2,1.7,2006,Near - North,Near North,5001,0
2013,8,151299.97943938046,1743,2,1,2,1900,Powderhorn Park,Powderhorn,8404,0
2013,10,391697.31543336937,2400,3,2,2,1919,CARAG,Calhoun-Isles,5418,1
2013,12,291085.7663844853,3918,6,3,1.5,1940,Victory,Camden,6408,1
2005,10,365822.60170768463,3517,7,3,2.5,1907,King Field,Southwest,6680,0
2013,7,158303.27179046802,2196,4,2,2.5,1906,Central,Powderhorn,4956,0
2005,11,240644.40989399297,1440,2,1,1,1942,Hiawatha,Longfellow,5120,0
2005,4,280913.68987093447,1725,2,1,1.7,1923,Standish,Powderhorn,7320,0
2015,6,618368.8256605107,3235,4,3,2,1915,Lynnhurst,Southwest,6450,1
2012,5,183183.29084923028,2097,3,3,1.5,1900,Howe,Longfellow,6000,0
2009,5,387301.21771460224,2924,4,2,1,1952,Keewaydin,Nokomis,6088,2
2007,6,515687.8118455466,2760,3,3,1.5,1936,Bryn - Mawr,Calhoun-Isles,5248,3
2013,10,764637.2946347182,2976,3,2,2.2,1920,Fulton,Southwest,8340,1
2009,8,302646.56687321595,2340,4,2,1,1955,Windom,Southwest,6656,2
2005,8,249803.97756246815,1908,5,2,1,1956,Shingle Creek,Camden,6307,0
2010,9,276398.19493757875,2310,3,1,1.2,1936,Windom,Southwest,5400,1
2015,6,238668.66955317956,2302,4,2,2,1885,Phillips West,Phillips,7251,0
2009,5,446364.6534160791,2727,4,2,1.5,1941,Lynnhurst,Southwest,6400,0
2009,9,223352.4721927537,1748,3,1,1.7,1910,Corcoran,Powderhorn,6192,0
2005,5,199627.1570247934,1008,1,1,1,1926,Morris Park,Nokomis,5120,0
2005,2,533336.5488565488,2600,4,2,1.5,1920,King Field,Southwest,5200,1
2009,5,140396.6914215433,1378,2,2,2,1964,Shingle Creek,Camden,5141,0
2012,11,248069.57003057314,1700,4,1,2,1900,St. Anthony West,Northeast,5445,0
2013,1,198087.31909236487,1608,2,1,1.5,1904,Lyndale,Powderhorn,4830,0
2006,8,246058.72423945047,1576,2,1,1,1925,Beltrami,Northeast,4875,0
2012,8,168093.9187014501,1728,2,1,1.2,1917,Standish,Powderhorn,5040,0
2005,8,321458.2763895972,2466,3,3,2,2001,Midtown Phillips,Phillips,5213,0
2007,6,261265.23639943253,1920,5,2,1.7,1911,Como,University,4608,0
2007,9,333797.56122121157,1773,4,2,1.2,1945,Hale,Nokomis,7301,0
2012,5,401312.3171835445,2366,2,3,1.2,1926,Fulton,Southwest,5376,1
2015,10,189789.38557120805,1152,2,2,1.5,1900,East Harriet,Southwest,5064,0
2011,7,171581.445906076,1882,3,2,1.2,1949,Ericsson,Nokomis,5120,1
2011,7,225332.1935269194,2503,4,3,1.5,1933,Regina,Nokomis,5850,1
2006,5,326602.68256333825,1750,2,2,1.7,1910,Howe,Longfellow,6000,0
2012,3,135218.24070067788,1464,2,1,1,1950,Audubon Park,Northeast,5040,0
2008,11,167283.87214817526,1978,2,1,1,1954,Victory,Camden,6410,0
2009,12,262157.3060589748,2560,3,2,1.5,1951,Holland,Northeast,9405,2
2007,7,266886.2087734763,2252,3,3,1.5,1952,Armatage,Southwest,6350,1
2012,7,253774.88079093574,2240,3,2,1,1965,Kenny,Southwest,5376,1
2005,1,278546.8058455115,2320,3,3,1.7,1910,Seward,Longfellow,6000,0
2014,9,244277.9721825693,2060,3,2,1.5,1947,Waite Park,Northeast,5000,1
2011,3,256614.90454883745,2614,3,2,1.2,1922,Bancroft,Powderhorn,4877,0
2006,8,247956.34936211974,1692,2,2,1.2,1922,Standish,Powderhorn,4662,0
2009,11,289591.20579651435,1961,3,2,1.5,1919,Hiawatha,Longfellow,5120,0
2015,9,211688.85632721116,1993,3,2,1.5,1908,Audubon Park,Northeast,5040,0
2006,4,264632.5062282013,1947,3,1,1.7,1910,Howe,Longfellow,5740,0
2014,12,218261.85598428798,2975,3,2,1.5,1932,Victory,Camden,5056,1
2012,7,319192.4056170436,2563,4,2,1.5,1917,Cooper,Longfellow,4960,1
2005,3,123504.50543759711,1482,2,1,1.2,1903,Folwell,Camden,5282,0
2012,12,173956.29621876907,2504,5,2,1,1950,Waite Park,Northeast,6930,0
2007,6,236382.8329328199,1656,3,1,1.2,1950,Windom Park,Northeast,6350,0
2014,6,179322.9384018109,1550,2,1,1,1925,Howe,Longfellow,5334,0
2012,7,389121.4838794348,2535,4,2,2.5,1910,East Harriet,Southwest,5418,0
2010,10,247188.98806126876,2328,4,2,2,1922,Audubon Park,Northeast,5019,0
2014,6,190190.99527464792,1872,3,2,2,1900,Central,Powderhorn,5379,0
